ValueMeaning	LabelValueMeaning	DataElementConcept	dataelementconcept_lower
OSIRIS:O7-85	SOLiD sequencing	Technology_PlatformName	technology_platformname
OSIRIS:O7-86	Digital PCR	Technology_PlatformName	technology_platformname
OSIRIS:O7-87	NextSeq 500	Technology_PlatformName	technology_platformname
OSIRIS:O7-88	NovaSeq	Technology_PlatformName	technology_platformname
OSIRIS:O7-OTH	Other	Technology_PlatformName	technology_platformname
UMLS:C0439673	Unknown	Technology_PlatformName	technology_platformname
UMLS:C1272460	Not applicable	Panel_Name	panel_name
OSIRIS:O10-1	Ion AmpliSeq Cancer Hotspot Panel v2	Panel_Name	panel_name
OSIRIS:O10-2	Ion AmpliSeq Colon and Lung Cancer Research Panel v2	Panel_Name	panel_name
OSIRIS:O10-3	Ion AmpliSeq Comprehensive Cancer Panel	Panel_Name	panel_name
OSIRIS:O10-4	Ion AmpliSeq Oncomine Comprehensive Assay	Panel_Name	panel_name
OSIRIS:O10-5	Ion AmpliSeq Oncomine Focus Assay	Panel_Name	panel_name
OSIRIS:O10-6	Ion AmpliSeq TP53 Research Panel	Panel_Name	panel_name
OSIRIS:O10-7	Lyric: Ion AmpliSeq Profiler	Panel_Name	panel_name
OSIRIS:O10-8	QIAGEN GeneRead DNAseq Targeted Panels V2	Panel_Name	panel_name
OSIRIS:O10-9	SAFIR02 Panel	Panel_Name	panel_name
OSIRIS:O10-10	Mosc3	Panel_Name	panel_name
OSIRIS:010-OTH	Other	Panel_Name	panel_name
UMLS:C0018590	Haploid	OmicAnalysis_AlgorithmicPloidy	omicanalysis_algorithmicploidy
UMLS:C0012568	Diploid	OmicAnalysis_AlgorithmicPloidy	omicanalysis_algorithmicploidy
UMLS:C3536727	Triploid	OmicAnalysis_AlgorithmicPloidy	omicanalysis_algorithmicploidy
UMLS:C0333694	Tetraploid	OmicAnalysis_AlgorithmicPloidy	omicanalysis_algorithmicploidy
OSIRIS:O13-OTH	Other	OmicAnalysis_AlgorithmicPloidy	omicanalysis_algorithmicploidy
UMLS:C0439673	Unknown	OmicAnalysis_AlgorithmicPloidy	omicanalysis_algorithmicploidy
OSIRIS:O15-1	Gene expression	AlterationOnSample_AlterationType	alterationonsample_alterationtype
OSIRIS:O15-2	Protein expression	AlterationOnSample_AlterationType	alterationonsample_alterationtype
OSIRIS:O15-3	Fusion	AlterationOnSample_AlterationType	alterationonsample_alterationtype
OSIRIS:O15-4	Copy number variation	AlterationOnSample_AlterationType	alterationonsample_alterationtype
OSIRIS:O15-5	Genetic variant	AlterationOnSample_AlterationType	alterationonsample_alterationtype
OSIRIS:O15-6	Structural alteration	AlterationOnSample_AlterationType	alterationonsample_alterationtype
OSIRIS:O15-7	Transcription factor	AlterationOnSample_AlterationType	alterationonsample_alterationtype
OSIRIS:O15-8	Histone marks	AlterationOnSample_AlterationType	alterationonsample_alterationtype
OSIRIS:O15-9	Transcript isoform	AlterationOnSample_AlterationType	alterationonsample_alterationtype
OSIRIS:O15-10	Viral insertion site	AlterationOnSample_AlterationType	alterationonsample_alterationtype
OSIRIS:O16-1	Experimental	Validation_Type	validation_type
OSIRIS:O16-2	By biologist	Validation_Type	validation_type
OSIRIS:O16-3	In silico	Validation_Type	validation_type
OSIRIS:O18-1	Not Validated	Validation_Status	validation_status
OSIRIS:O18-2	Validated	Validation_Status	validation_status
LOINC:LA21254-0	chr1	Alteration_Chromosome	alteration_chromosome
LOINC:LA21254-0	chr1	Fusion_Chromosome5prime	fusion_chromosome5prime
LOINC:LA21254-0	chr1	Fusion_Chromosome3prime	fusion_chromosome3prime
LOINC:LA21255-7	chr2	Alteration_Chromosome	alteration_chromosome
LOINC:LA21255-7	chr2	Fusion_Chromosome5prime	fusion_chromosome5prime
LOINC:LA21255-7	chr2	Fusion_Chromosome3prime	fusion_chromosome3prime
LOINC:LA21256-5	chr3	Alteration_Chromosome	alteration_chromosome
LOINC:LA21256-5	chr3	Fusion_Chromosome5prime	fusion_chromosome5prime
LOINC:LA21256-5	chr3	Fusion_Chromosome3prime	fusion_chromosome3prime
LOINC:LA21257-3	chr4	Alteration_Chromosome	alteration_chromosome
LOINC:LA21257-3	chr4	Fusion_Chromosome5prime	fusion_chromosome5prime
LOINC:LA21257-3	chr4	Fusion_Chromosome3prime	fusion_chromosome3prime
LOINC:LA21258-1	chr5	Alteration_Chromosome	alteration_chromosome
LOINC:LA21258-1	chr5	Fusion_Chromosome5prime	fusion_chromosome5prime
LOINC:LA21258-1	chr5	Fusion_Chromosome3prime	fusion_chromosome3prime
LOINC:LA21259-9	chr6	Alteration_Chromosome	alteration_chromosome
LOINC:LA21259-9	chr6	Fusion_Chromosome5prime	fusion_chromosome5prime
LOINC:LA21259-9	chr6	Fusion_Chromosome3prime	fusion_chromosome3prime
LOINC:LA21260-7	chr7	Alteration_Chromosome	alteration_chromosome
LOINC:LA21260-7	chr7	Fusion_Chromosome5prime	fusion_chromosome5prime
LOINC:LA21260-7	chr7	Fusion_Chromosome3prime	fusion_chromosome3prime
LOINC:LA21261-5	chr8	Alteration_Chromosome	alteration_chromosome
LOINC:LA21261-5	chr8	Fusion_Chromosome5prime	fusion_chromosome5prime
LOINC:LA21261-5	chr8	Fusion_Chromosome3prime	fusion_chromosome3prime
LOINC:LA21262-3	chr9	Alteration_Chromosome	alteration_chromosome
LOINC:LA21262-3	chr9	Fusion_Chromosome5prime	fusion_chromosome5prime
LOINC:LA21262-3	chr9	Fusion_Chromosome3prime	fusion_chromosome3prime
LOINC:LA21263-1	chr10	Alteration_Chromosome	alteration_chromosome
LOINC:LA21263-1	chr10	Fusion_Chromosome5prime	fusion_chromosome5prime
LOINC:LA21263-1	chr10	Fusion_Chromosome3prime	fusion_chromosome3prime
LOINC:LA21264-9	chr11	Alteration_Chromosome	alteration_chromosome
LOINC:LA21264-9	chr11	Fusion_Chromosome5prime	fusion_chromosome5prime
LOINC:LA21264-9	chr11	Fusion_Chromosome3prime	fusion_chromosome3prime
LOINC:LA21265-6	chr12	Alteration_Chromosome	alteration_chromosome
LOINC:LA21265-6	chr12	Fusion_Chromosome5prime	fusion_chromosome5prime
LOINC:LA21265-6	chr12	Fusion_Chromosome3prime	fusion_chromosome3prime
LOINC:LA21266-4	chr13	Alteration_Chromosome	alteration_chromosome
LOINC:LA21266-4	chr13	Fusion_Chromosome5prime	fusion_chromosome5prime
LOINC:LA21266-4	chr13	Fusion_Chromosome3prime	fusion_chromosome3prime
LOINC:LA21267-2	chr14	Alteration_Chromosome	alteration_chromosome
LOINC:LA21267-2	chr14	Fusion_Chromosome5prime	fusion_chromosome5prime
LOINC:LA21267-2	chr14	Fusion_Chromosome3prime	fusion_chromosome3prime
LOINC:LA21268-0	chr15	Alteration_Chromosome	alteration_chromosome
LOINC:LA21268-0	chr15	Fusion_Chromosome5prime	fusion_chromosome5prime
LOINC:LA21268-0	chr15	Fusion_Chromosome3prime	fusion_chromosome3prime
LOINC:LA21269-8	chr16	Alteration_Chromosome	alteration_chromosome
LOINC:LA21269-8	chr16	Fusion_Chromosome5prime	fusion_chromosome5prime
LOINC:LA21269-8	chr16	Fusion_Chromosome3prime	fusion_chromosome3prime
LOINC:LA21270-6	chr17	Alteration_Chromosome	alteration_chromosome
LOINC:LA21270-6	chr17	Fusion_Chromosome5prime	fusion_chromosome5prime
LOINC:LA21270-6	chr17	Fusion_Chromosome3prime	fusion_chromosome3prime
LOINC:LA21271-4	chr18	Alteration_Chromosome	alteration_chromosome
LOINC:LA21271-4	chr18	Fusion_Chromosome5prime	fusion_chromosome5prime
LOINC:LA21271-4	chr18	Fusion_Chromosome3prime	fusion_chromosome3prime
LOINC:LA21272-2	chr19	Alteration_Chromosome	alteration_chromosome
LOINC:LA21272-2	chr19	Fusion_Chromosome5prime	fusion_chromosome5prime
LOINC:LA21272-2	chr19	Fusion_Chromosome3prime	fusion_chromosome3prime
LOINC:LA21273-0	chr20	Alteration_Chromosome	alteration_chromosome
LOINC:LA21273-0	chr20	Fusion_Chromosome5prime	fusion_chromosome5prime
LOINC:LA21273-0	chr20	Fusion_Chromosome3prime	fusion_chromosome3prime
LOINC:LA21274-8	chr21	Alteration_Chromosome	alteration_chromosome
LOINC:LA21274-8	chr21	Fusion_Chromosome5prime	fusion_chromosome5prime
LOINC:LA21274-8	chr21	Fusion_Chromosome3prime	fusion_chromosome3prime
LOINC:LA21275-5	chr22	Alteration_Chromosome	alteration_chromosome
LOINC:LA21275-5	chr22	Fusion_Chromosome5prime	fusion_chromosome5prime
LOINC:LA21275-5	chr22	Fusion_Chromosome3prime	fusion_chromosome3prime
LOINC:LA21276-3	chrX	Alteration_Chromosome	alteration_chromosome
LOINC:LA21276-3	chrX	Fusion_Chromosome5prime	fusion_chromosome5prime
LOINC:LA21276-3	chrX	Fusion_Chromosome3prime	fusion_chromosome3prime
LOINC:LA21277-1	chrY	Alteration_Chromosome	alteration_chromosome
LOINC:LA21277-1	chrY	Fusion_Chromosome5prime	fusion_chromosome5prime
LOINC:LA21277-1	chrY	Fusion_Chromosome3prime	fusion_chromosome3prime
OSIRIS:O19-1	MT	Alteration_Chromosome	alteration_chromosome
OSIRIS:O19-1	MT	Fusion_Chromosome5prime	fusion_chromosome5prime
OSIRIS:O19-1	MT	Fusion_Chromosome3prime	fusion_chromosome3prime
OSIRIS:O19-2	viral	Alteration_Chromosome	alteration_chromosome
OSIRIS:O19-2	viral	Fusion_Chromosome5prime	fusion_chromosome5prime
OSIRIS:O19-2	viral	Fusion_Chromosome3prime	fusion_chromosome3prime
OSIRIS:O19-3	bacterial	Alteration_Chromosome	alteration_chromosome
OSIRIS:O19-3	bacterial	Fusion_Chromosome5prime	fusion_chromosome5prime
OSIRIS:O19-3	bacterial	Fusion_Chromosome3prime	fusion_chromosome3prime
UMLS:C0439673	Unknown	Alteration_Chromosome	alteration_chromosome
UMLS:C0439673	Unknown	Fusion_Chromosome5prime	fusion_chromosome5prime
UMLS:C0439673	Unknown	Fusion_Chromosome3prime	fusion_chromosome3prime
OSIRIS:O22-1	GRCh37	Alteration_GenomeBuild	alteration_genomebuild
OSIRIS:O22-2	GRCh38	Alteration_GenomeBuild	alteration_genomebuild
UMLS:C0017337	Gene	GenomeEntity_Type	genomeentity_type
UMLS:C1101610	miRNA	GenomeEntity_Type	genomeentity_type
UMLS:C1956352	piRNA	GenomeEntity_Type	genomeentity_type
UMLS:C0035696	mRNA	GenomeEntity_Type	genomeentity_type
UMLS:C0887909	ncRNA	GenomeEntity_Type	genomeentity_type
UMLS:C0079941	ORF	GenomeEntity_Type	genomeentity_type
OSIRIS:O25-1	HGNC	GenomeEntity_Database	genomeentity_database
OSIRIS:O25-2	miRDB	GenomeEntity_Database	genomeentity_database
OSIRIS:O25-3	Entrez	GenomeEntity_Database	genomeentity_database
OSIRIS:O25-4	Human lincRNA Catalog	GenomeEntity_Database	genomeentity_database
LOINC:LA26331-1	translocation	Fusion_Type	fusion_type
OSIRIS:O28-1	readthrough	Fusion_Type	fusion_type
OSIRIS:O94-1	+	Annotation_Strand	annotation_strand
OSIRIS:O94-2	-	Annotation_Strand	annotation_strand
OSIRIS:O49-1	Amplification	CNV_SegmentGenomicStatus	cnv_segmentgenomicstatus
OSIRIS:O49-2	Gain	CNV_SegmentGenomicStatus	cnv_segmentgenomicstatus
OSIRIS:O49-3	Normal	CNV_SegmentGenomicStatus	cnv_segmentgenomicstatus
OSIRIS:O49-4	Heterozygous deletion	CNV_SegmentGenomicStatus	cnv_segmentgenomicstatus
OSIRIS:O49-5	Homozygous deletion	CNV_SegmentGenomicStatus	cnv_segmentgenomicstatus
OSIRIS:O49-6	Copy neutral	CNV_SegmentGenomicStatus	cnv_segmentgenomicstatus
OSIRIS:O49-7	Isodisomy	CNV_SegmentGenomicStatus	cnv_segmentgenomicstatus
LOINC:LA6692-3	Deletion	Variant_DNASequenceVariationType	variant_dnasequencevariationtype
LOINC:LA6686-5	Duplication	Variant_DNASequenceVariationType	variant_dnasequencevariationtype
LOINC:LA6687-3	Insertion	Variant_DNASequenceVariationType	variant_dnasequencevariationtype
LOINC:LA6688-1	Insertion/Deletion (indel)	Variant_DNASequenceVariationType	variant_dnasequencevariationtype
LOINC:LA6689-9	Inversion	Variant_DNASequenceVariationType	variant_dnasequencevariationtype
LOINC:LA6690-7	Substitution	Variant_DNASequenceVariationType	variant_dnasequencevariationtype
OSIRIS:O55-1	Virus insertion site	Variant_DNASequenceVariationType	variant_dnasequencevariationtype
OSIRIS:O55-2	Delins	Variant_DNASequenceVariationType	variant_dnasequencevariationtype
OSIRIS:O63-1	SIFT	Annotation_MutationPredictionAlgorithm	annotation_mutationpredictionalgorithm
OSIRIS:O63-2	POLYPHEN2_HDIV	Annotation_MutationPredictionAlgorithm	annotation_mutationpredictionalgorithm
OSIRIS:O63-3	MutationTaster	Annotation_MutationPredictionAlgorithm	annotation_mutationpredictionalgorithm
OSIRIS:O90-1	Fusion transcript	Annotation_ReferenceType	annotation_referencetype
OSIRIS:O90-3	Population frequency	Annotation_ReferenceType	annotation_referencetype
OSIRIS:O90-4	Protein reference	Annotation_ReferenceType	annotation_referencetype
OSIRIS:O90-5	Transcript reference	Annotation_ReferenceType	annotation_referencetype
OSIRIS:O90-6	Variant id	Annotation_ReferenceType	annotation_referencetype
OSIRIS:O91-1	RefSeq	Annotation_ReferenceDatabase	annotation_referencedatabase
OSIRIS:O91-2	Ensembl	Annotation_ReferenceDatabase	annotation_referencedatabase
OSIRIS:O91-3	SwissProt	Annotation_ReferenceDatabase	annotation_referencedatabase
OSIRIS:O91-4	UniProt	Annotation_ReferenceDatabase	annotation_referencedatabase
OSIRIS:O96-1	Cosmic	Annotation_ReferenceDatabase	annotation_referencedatabase
OSIRIS:O96-2	dbSNP	Annotation_ReferenceDatabase	annotation_referencedatabase
OSIRIS:O96-3	ClinVar	Annotation_ReferenceDatabase	annotation_referencedatabase
OSIRIS:O42-1	ChimerDb	Annotation_ReferenceDatabase	annotation_referencedatabase
OSIRIS:O42-2	Oncofuse	Annotation_ReferenceDatabase	annotation_referencedatabase
OSIRIS:O42-3	Mittelman DB	Annotation_ReferenceDatabase	annotation_referencedatabase
LOINC:LA6692-3	Deletion	Annotation_AminoAcidChangeType	annotation_aminoacidchangetype
LOINC:LA6686-5	Duplication	Annotation_AminoAcidChangeType	annotation_aminoacidchangetype
LOINC:LA6694-9	Frameshift	Annotation_AminoAcidChangeType	annotation_aminoacidchangetype
LOINC:LA6695-6	Initiating Methionine	Annotation_AminoAcidChangeType	annotation_aminoacidchangetype
LOINC:LA6687-3	Insertion	Annotation_AminoAcidChangeType	annotation_aminoacidchangetype
LOINC:LA9659-9	Insertion and Deletion	Annotation_AminoAcidChangeType	annotation_aminoacidchangetype
LOINC:LA6698-0	Missense	Annotation_AminoAcidChangeType	annotation_aminoacidchangetype
LOINC:LA6699-8	Nonsense	Annotation_AminoAcidChangeType	annotation_aminoacidchangetype
LOINC:LA6700-4	Silent	Annotation_AminoAcidChangeType	annotation_aminoacidchangetype
LOINC:LA6701-2	Stop Codon Mutation	Annotation_AminoAcidChangeType	annotation_aminoacidchangetype
OSIRIS:O75-1	In frame	Annotation_AminoAcidChangeType	annotation_aminoacidchangetype
LOINC:LA6683-2	Germline	VariantInSample_GenomicSourceClass	variantinsample_genomicsourceclass
LOINC:LA6684-0	Somatic	VariantInSample_GenomicSourceClass	variantinsample_genomicsourceclass
LOINC:LA10429-1	Prenatal	VariantInSample_GenomicSourceClass	variantinsample_genomicsourceclass
LOINC:LA18197-6	Unknown genomic origin	VariantInSample_GenomicSourceClass	variantinsample_genomicsourceclass
LOINC:LA6703-8	Heteroplasmic	VariantInSample_AllelicState	variantinsample_allelicstate
LOINC:LA6704-6	Homoplasmic	VariantInSample_AllelicState	variantinsample_allelicstate
LOINC:LA6705-3	Homozygous	VariantInSample_AllelicState	variantinsample_allelicstate
LOINC:LA6706-1	Heterozygous	VariantInSample_AllelicState	variantinsample_allelicstate
LOINC:LA6707-9	Hemizygous	VariantInSample_AllelicState	variantinsample_allelicstate
OSIRIS:O81-1	Pathogenic	AlterationOnSample_Pathogenicity	alterationonsample_pathogenicity
OSIRIS:O81-2	Likely pathogenic	AlterationOnSample_Pathogenicity	alterationonsample_pathogenicity
OSIRIS:O81-3	Uncertain significance	AlterationOnSample_Pathogenicity	alterationonsample_pathogenicity
OSIRIS:O81-4	Likely benign	AlterationOnSample_Pathogenicity	alterationonsample_pathogenicity
OSIRIS:O81-5	Benign	AlterationOnSample_Pathogenicity	alterationonsample_pathogenicity
OSIRIS:O82-1	Actionable	AlterationOnSample_Actionability	alterationonsample_actionability
OSIRIS:O82-2	Non actionable	AlterationOnSample_Actionability	alterationonsample_actionability
OSIRIS:O84-1	RawExpression	GeneExpression_DataType	geneexpression_datatype
OSIRIS:O84-2	NormalizedExpression	GeneExpression_DataType	geneexpression_datatype
OSIRIS:O84-3	TPMExpression	GeneExpression_DataType	geneexpression_datatype
OSIRIS:O84-4	RPKMExpression	GeneExpression_DataType	geneexpression_datatype
OSIRIS:O93-1	5prime	Annotation_FusionPrimeEnd	annotation_fusionprimeend
OSIRIS:O93-2	3prime	Annotation_FusionPrimeEnd	annotation_fusionprimeend
ICDO3:C00	LIP	FamilyCancerHistory_TopographyCode	familycancerhistory_topographycode
ICDO3:C00	LIP	TumorPathologyEvent_TopographyCode	tumorpathologyevent_topographycode
ICDO3:C00	LIP	BiologicalSample_TopographyCode	biologicalsample_topographycode
ICDO3:C00.0	External upper lip	FamilyCancerHistory_TopographyCode	familycancerhistory_topographycode
ICDO3:C00.0	External upper lip	TumorPathologyEvent_TopographyCode	tumorpathologyevent_topographycode
ICDO3:C00.0	External upper lip	BiologicalSample_TopographyCode	biologicalsample_topographycode
ICDO3:C00.1	External lower lip	FamilyCancerHistory_TopographyCode	familycancerhistory_topographycode
ICDO3:C00.1	External lower lip	TumorPathologyEvent_TopographyCode	tumorpathologyevent_topographycode
ICDO3:C00.1	External lower lip	BiologicalSample_TopographyCode	biologicalsample_topographycode
ICDO3:C00.2	External lip, NOS	FamilyCancerHistory_TopographyCode	familycancerhistory_topographycode
ICDO3:C00.2	External lip, NOS	TumorPathologyEvent_TopographyCode	tumorpathologyevent_topographycode
ICDO3:C00.2	External lip, NOS	BiologicalSample_TopographyCode	biologicalsample_topographycode
ICDO3:C00.3	Mucosa of upper lip	FamilyCancerHistory_TopographyCode	familycancerhistory_topographycode
ICDO3:C00.3	Mucosa of upper lip	TumorPathologyEvent_TopographyCode	tumorpathologyevent_topographycode
ICDO3:C00.3	Mucosa of upper lip	BiologicalSample_TopographyCode	biologicalsample_topographycode
ICDO3:C00.4	Mucosa of lower lip	FamilyCancerHistory_TopographyCode	familycancerhistory_topographycode
ICDO3:C00.4	Mucosa of lower lip	TumorPathologyEvent_TopographyCode	tumorpathologyevent_topographycode
ICDO3:C00.4	Mucosa of lower lip	BiologicalSample_TopographyCode	biologicalsample_topographycode
ICDO3:C00.5	Mucosa of lip, NOS	FamilyCancerHistory_TopographyCode	familycancerhistory_topographycode
ICDO3:C00.5	Mucosa of lip, NOS	TumorPathologyEvent_TopographyCode	tumorpathologyevent_topographycode
ICDO3:C00.5	Mucosa of lip, NOS	BiologicalSample_TopographyCode	biologicalsample_topographycode
ICDO3:C00.6	Commissure of lip	FamilyCancerHistory_TopographyCode	familycancerhistory_topographycode
ICDO3:C00.6	Commissure of lip	TumorPathologyEvent_TopographyCode	tumorpathologyevent_topographycode
ICDO3:C00.6	Commissure of lip	BiologicalSample_TopographyCode	biologicalsample_topographycode
ICDO3:C00.8	Overlapping lesion of lip	FamilyCancerHistory_TopographyCode	familycancerhistory_topographycode
ICDO3:C00.8	Overlapping lesion of lip	TumorPathologyEvent_TopographyCode	tumorpathologyevent_topographycode
ICDO3:C00.8	Overlapping lesion of lip	BiologicalSample_TopographyCode	biologicalsample_topographycode
ICDO3:C00.9	Lip, NOS	FamilyCancerHistory_TopographyCode	familycancerhistory_topographycode
ICDO3:C00.9	Lip, NOS	TumorPathologyEvent_TopographyCode	tumorpathologyevent_topographycode
ICDO3:C00.9	Lip, NOS	BiologicalSample_TopographyCode	biologicalsample_topographycode
ICDO3:C01	BASE OF TONGUE	FamilyCancerHistory_TopographyCode	familycancerhistory_topographycode
ICDO3:C01	BASE OF TONGUE	TumorPathologyEvent_TopographyCode	tumorpathologyevent_topographycode
ICDO3:C01	BASE OF TONGUE	BiologicalSample_TopographyCode	biologicalsample_topographycode
ICDO3:C01.9	Base of tongue, NOS	FamilyCancerHistory_TopographyCode	familycancerhistory_topographycode
ICDO3:C01.9	Base of tongue, NOS	TumorPathologyEvent_TopographyCode	tumorpathologyevent_topographycode
ICDO3:C01.9	Base of tongue, NOS	BiologicalSample_TopographyCode	biologicalsample_topographycode
ICDO3:C02	OTHER AND UNSPECIFIED PARTS OF TONGUE	FamilyCancerHistory_TopographyCode	familycancerhistory_topographycode
ICDO3:C02	OTHER AND UNSPECIFIED PARTS OF TONGUE	TumorPathologyEvent_TopographyCode	tumorpathologyevent_topographycode
ICDO3:C02	OTHER AND UNSPECIFIED PARTS OF TONGUE	BiologicalSample_TopographyCode	biologicalsample_topographycode
ICDO3:C02.0	Dorsal surface of tongue, NOS	FamilyCancerHistory_TopographyCode	familycancerhistory_topographycode
ICDO3:C02.0	Dorsal surface of tongue, NOS	TumorPathologyEvent_TopographyCode	tumorpathologyevent_topographycode
ICDO3:C02.0	Dorsal surface of tongue, NOS	BiologicalSample_TopographyCode	biologicalsample_topographycode
